148.4520	285.9230
158.0430	285.8535
158.1820	276.3320
64.9825	210.7935
139.8572	210.9789
139.8572	261.7602
64.6118	261.9455
64.8435	221.6355
82.9135	228.7245
103.7635	211.2105
140.0194	245.0107
112.1035	255.8990
66.2335	243.3195
131.2392	219.4579
121.0458	218.6702
122.2042	219.0409
123.3162	219.0409
124.3818	218.5775
125.4475	218.2532
126.6058	218.1142
128.0422	218.3922
128.8298	218.6702
129.8492	218.9482
130.5442	219.3652
131.7952	220.1529
132.8145	220.7089
133.3242	221.6355
134.0655	223.1182
134.4362	223.9059
135.1312	225.7129
135.5019	226.9175
135.7799	228.4002
135.7335	229.6512
135.9652	231.0412
136.2432	232.1532
136.5212	233.3115
136.7760	234.5278
136.8803	235.7093
136.8108	236.4738
136.8108	237.5510
136.8455	238.4545
136.9845	239.4623
137.0540	240.4353
137.3668	241.6863
138.0618	242.1380
138.9305	242.9373
139.4170	243.4585
139.9383	244.2925
139.9730	245.6825
139.8572	246.3080
139.6950	247.1884
139.3707	247.7907
139.0927	248.2772
138.4440	249.1344
138.0965	249.7599
137.5637	250.5707
137.2162	251.3584
136.4749	252.1692
136.0347	252.8874
135.6640	253.7677
135.0154	254.2310
134.5694	254.7349
134.1003	255.0824
133.8570	255.4299
133.2141	255.7774
132.9188	256.2986
132.4496	256.7504
132.0326	257.1848
131.6504	257.6365
131.1465	257.9319
130.6600	258.2620
130.3125	258.4879
129.8434	258.7138
129.2526	259.1655
128.8530	259.5999
128.3665	259.8779
128.1233	260.0516
127.6368	260.2949
127.2719	260.5729
126.9244	260.7814
126.5421	261.0594
126.1599	261.1636
125.6734	261.4069
125.4649	261.5285
125.0884	261.6328
124.4919	261.8413
123.9619	261.8847
123.3451	261.8673
122.8065	261.8673
122.3895	261.8413
