169.8300	324.9340
179.4500	325.0080
179.4500	315.4620
69.0420	244.1260
160.8020	244.2740
160.6540	309.9860
68.8940	309.9860
69.1900	260.8500
93.6100	262.1820
118.1780	244.1260
160.6355	287.3420
124.6900	302.7340
77.3300	282.1620
151.9220	256.2620
137.0480	257.0020
138.5034	257.4954
139.8354	257.8407
141.4634	258.0380
142.5980	258.1860
143.8807	258.1860
144.9660	258.0874
146.2487	257.8900
147.6300	257.8900
148.7647	257.6434
149.7513	257.3474
150.6393	257.0514
151.4287	256.7060
152.6620	256.0647
154.0433	256.3607
155.1287	257.5940
155.5727	258.7287
156.5593	260.5047
157.2500	261.9600
157.6940	263.7360
157.8420	265.2160
158.2860	266.7700
158.5820	268.3980
158.5820	269.3600
158.4710	270.5810
158.5820	271.5800
158.3230	272.5420
158.4340	273.2450
158.2120	274.6140
158.4340	275.2800
158.8780	276.6490
159.1740	278.0550
159.3960	278.9430
159.5440	280.4230
159.9880	281.2370
160.3950	282.5690
160.6293	283.8887
160.6910	285.3440
160.6910	286.2690
160.6170	288.2300
160.6170	289.5250
160.3827	290.2527
160.0373	291.1407
159.6673	291.6587
159.3220	292.3740
159.0260	293.2127
158.2367	294.0514
157.6447	294.9887
157.1513	295.8027
156.7320	296.5674
155.9180	297.2827
155.4740	298.1954
155.0793	298.8614
154.6353	299.6507
154.1667	300.3907
153.4760	301.1307
152.8840	301.7474
152.0330	302.6600
151.2930	303.1040
150.4790	303.5850
149.8130	304.0290
149.1100	304.6580
148.3330	305.2500
147.5560	305.9160
146.9270	306.4710
146.3350	307.1000
145.7430	307.4330
145.1510	307.9880
144.4110	308.6910
143.4120	309.0610
142.0430	309.5420
141.1920	309.7455
140.2300	309.9860
139.1015	310.0600
138.2690	310.0230
137.1220	310.0600
