212.6760	269.8040
222.0000	269.6560
222.0000	260.2580
88.5780	180.9300
178.0193	180.6834
178.2167	237.1207
88.6273	237.1207
88.4300	195.8780
112.2580	197.5554
132.0900	181.2754
177.6740	216.4500
144.9660	232.5820
93.5113	218.3247
168.2020	196.7660
150.6640	192.5480
152.1070	193.4730
153.3280	193.9170
154.7710	194.6200
156.0660	194.9900
157.2870	195.2490
158.5450	195.6190
159.9140	195.8040
161.0240	195.9890
162.1710	196.1370
163.4290	196.2850
164.5760	196.4330
165.7970	196.3960
167.2400	196.7290
168.6830	197.3210
169.0160	197.9870
169.6820	198.9860
169.9040	200.5400
170.3110	202.1310
170.5330	203.8700
170.4220	205.7570
170.4590	207.4960
170.3727	208.8527
170.2247	210.1354
169.9287	211.3194
169.9287	212.3060
170.6687	212.9474
171.3593	213.9834
171.4087	215.2660
171.5567	216.1540
171.5073	216.8940
172.5927	217.0914
173.2833	216.0060
173.4313	214.6740
173.4313	213.1940
173.7767	211.4180
175.0593	211.3687
176.2433	212.5034
177.1313	213.9340
177.4273	215.3154
177.4273	217.1900
177.1745	218.2815
176.8600	219.4100
176.5393	220.4214
176.0953	221.1614
175.5773	221.9260
175.0347	222.7154
174.4673	223.5047
173.7767	224.3680
172.7900	225.1080
172.1240	225.6507
171.6060	226.2427
171.0140	226.8100
170.2493	227.5007
169.5587	227.9940
169.0160	228.5120
168.4240	229.0054
167.8567	229.6220
167.2647	230.4360
166.4260	231.3980
165.8093	232.1134
165.2173	232.8287
164.5267	233.3714
163.7374	234.0620
162.8987	234.5800
162.0354	235.0980
161.2214	235.5174
160.5554	235.6160
159.6427	235.9120
159.1494	236.1094
158.5327	236.5287
157.9160	236.7754
156.7320	236.9974
156.2140	237.0714
155.6467	237.0714
155.1287	237.0714
